nama_provinsi,kode_kabkota,nama_kabkota,koordinat_kabkota,tahun,angka_harapan_hidup,angka_melek_huruf,lama_sekolah,pengeluaran_perkapita,ipm
"Prov. Kepulauan Bangka Belitung",1902,"Kab. Belitung","-2.88028,107.753",2009,69.078265,96.42,7.7895704,636.88,73.013294
"Prov. Kepulauan Bangka Belitung",1903,"Kab. Bangka Barat","-1.83743,105.451",2009,67.658731,92.852395,6.7185362,625.64482,69.773034
"Prov. Kepulauan Bangka Belitung",1904,"Kab. Bangka Tengah","-2.49897,106.335",2009,67.791951,95.8,6.749537,630.49316,70.89851
"Prov. Kepulauan Bangka Belitung",1905,"Kab. Bangka Selatan","-2.79221,106.319",2009,67.511199,92.699304,5.9684509,591.86696,66.499454
"Prov. Kepulauan Bangka Belitung",1906,"Kab. Belitung Timur","-2.8935,107.874",2009,68.598125,96.629238,7.4694996,624.98,71.639275
"Prov. Kepulauan Bangka Belitung",1971,"Kota Pangkal Pinang","-2.22588,106.128",2009,70.323007,98.18,9.1379871,640.7086,75.38968
"Prov. Kepulauan Riau",2101,"Kab. Karimun","0.768402,103.426",2009,69.859587,95.18522,7.8100154,636.3422,73.146683
"Prov. Kepulauan Riau",2102,"Kab. Bintan","1.01851,104.574",2009,69.661127,94.502456,7.9977165,644.58691,73.658847
"Prov. Kepulauan Riau",2103,"Kab. Natuna","3.93073,108.188",2009,68.206265,95.916472,6.9300461,615.21,70.110984
"Prov. Kepulauan Riau",2104,"Kab. Lingga","-0.155833,104.713",2009,70.021756,91.113713,7.2208526,625.41531,71.053858
"Prov. Kepulauan Riau",2105,"Kab. Kepulauan Anambas","2.93874,105.76",2009,67.233242,90.0013,5.3504633,626.35,67.944009
"Prov. Kepulauan Riau",2171,"Kota Batam","1.08657,104.023",2009,70.756168,98.85,10.705008,648.12885,77.511567
"Prov. Kepulauan Riau",2172,"Kota Tanjung Pinang","1.04902,104.49",2009,69.561667,97.30925,9.240915,633.65458,74.30607
"Prov. DKI Jakarta",3101,"Kab. Kepulauan Seribu","-5.77769,106.504",2009,70.436123,97.47,7.9180002,590.24531,70.503758
"Prov. DKI Jakarta",3171,"Kab. Kodya Jakarta Selatan","-6.28461,106.794",2009,73.332981,99.119543,11.057072,648.0257,79.255871
"Prov. DKI Jakarta",3172,"Kab. Kodya Jakarta Timur","-6.26223,106.907",2009,73.160912,98.976752,11.037682,643.11644,78.736013
"Prov. DKI Jakarta",3173,"Kab. Kodya Jakarta Pusat","-6.18367,106.836",2009,72.175215,99.358078,10.681048,645.19621,78.169178
"Prov. DKI Jakarta",3174,"Kab. Kodya Jakarta Barat","-6.15971,106.755",2009,73.294251,98.839565,10.728937,644.09,78.625899
"Prov. DKI Jakarta",3175,"Kab. Kodya Jakarta Utara","-6.1354,106.841",2009,72.691626,98.859176,9.9614558,639.33713,77.360837
"Prov. Jawa Barat",3201,"Kab. Bogor","-6.54412,107.002",2009,68.442468,94.2945,7.5413,628.34,71.345982
"Prov. Jawa Barat",3202,"Kab. Sukabumi","-7.07493,106.717",2009,66.744725,97.328996,6.5418631,626.14986,70.168089
"Prov. Jawa Barat",3203,"Kab. Cianjur","-7.05156,107.126",2009,65.643903,97.450948,6.6308216,613.26,68.656583
"Prov. Jawa Barat",3204,"Kab. Bandung","-7.07311,107.592",2009,68.936922,98.723658,8.3745959,636.29884,73.835278
"Prov. Jawa Barat",3205,"Kab. Garut","-7.3425,107.778",2009,65.198089,98.93,7.2929005,636.01,70.980496
"Prov. Jawa Barat",3206,"Kab. Tasikmalaya","-7.42885,108.164",2009,67.747567,98.875477,6.9752461,630.56,71.729632
"Prov. Jawa Barat",3207,"Kab. Ciamis","-7.4369,108.486",2009,67.11493,97.010569,7.0935932,629.43,70.964362
"Prov. Jawa Barat",3208,"Kab. Kuningan","-6.98826,108.591",2009,67.352623,94.28,6.8700517,630.62,70.415702
"Prov. Jawa Barat",3209,"Kab. Cirebon","-6.75547,108.576",2009,65.170829,91.55,6.6669679,629.67,68.373315
"Prov. Jawa Barat",3210,"Kab. Majalengka","-6.81747,108.228",2009,66.088171,95.027187,6.8294396,631.79,69.939315
"Prov. Jawa Barat",3211,"Kab. Sumedang","-6.81018,107.979",2009,67.312897,97.58,7.909521,633.7515,72.138169
"Prov. Jawa Barat",3212,"Kab. Indramayu","-6.44806,108.198",2009,66.412268,85.6,5.6386206,635.04,67.392704
"Prov. Jawa Barat",3213,"Kab. Subang","-6.4939,107.726",2009,69.242332,92.4,6.9097491,627.82492,70.861857
"Prov. Jawa Barat",3214,"Kab. Purwakarta","-6.58964,107.431",2009,66.76777,95.647624,7.2405118,632.20131,70.790926
"Prov. Jawa Barat",3215,"Kab. Karawang","-6.28699,107.364",2009,66.395763,93.09232,6.8323425,629.05202,69.471467
"Prov. Jawa Barat",3216,"Kab. Bekasi","-6.20242,107.135",2009,69.069362,93.69,8.2141252,633.7359,72.473969
"Prov. Jawa Barat",3217,"Kab. Bandung Barat","-6.90356,107.464",2009,68.612729,98.04,8.0353714,632.84985,72.986287
"Prov. Jawa Barat",3271,"Kota Bogor","-6.59621,106.794",2009,68.774241,98.75,9.7728281,645.22092,75.473767
"Prov. Jawa Barat",3272,"Kota Sukabumi","-6.94092,106.906",2009,69.176475,99.656365,9.2115083,633.32224,74.566272
"Prov. Jawa Barat",3273,"Kota Bandung","-6.90992,107.647",2009,69.6626,99.672355,10.216873,634.04342,75.640164
"Prov. Jawa Barat",3274,"Kota Cirebon","-6.74773,108.555",2009,68.471905,97.024547,9.4568127,645.13229,74.681456
"Prov. Jawa Barat",3275,"Kota Bekasi","-6.28521,106.973",2009,69.577591,98.486343,10.515456,641.1971,76.101614
"Prov. Jawa Barat",3276,"Kota Depok","-6.39243,106.825",2009,72.969944,98.930824,10.77103,647.69142,78.774614
"Prov. Jawa Barat",3277,"Kota Cimahi","-6.88191,107.549",2009,69.108933,99.638182,10.416741,630.05995,75.166173
"Prov. Jawa Barat",3278,"Kota Tasikmalaya","-7.36021,108.218",2009,69.491732,99.447734,8.5945347,629.71066,73.959828
"Prov. Jawa Barat",3279,"Kota Banjar","-7.36996,108.559",2009,66.145928,97.156366,7.9733461,627.79,70.983763
"Prov. Jawa Tengah",3301,"Kab. Cilacap","-7.4436,108.815",2009,70.509463,90.276279,6.7176957,633.49672,71.38853
"Prov. Jawa Tengah",3302,"Kab. Banyumas","-7.45231,109.168",2009,69.667213,93.97592,7.7213169,630.74578,72.274268
"Prov. Jawa Tengah",3303,"Kab. Purbalingga","-7.32767,109.409",2009,69.939203,93.02,6.8073801,630.44,71.512402
"Prov. Jawa Tengah",3304,"Kab. Banjarnegara","-7.35284,109.639",2009,68.879298,88.429646,6.1953791,632.7638,69.62916
"Prov. Jawa Tengah",3305,"Kab. Kebumen","-7.63749,109.611",2009,69.264188,90.396216,6.8390742,632.42587,70.730783
"Prov. Jawa Tengah",3306,"Kab. Purworejo","-7.70103,109.969",2009,70.26681,89.779242,7.7041095,633.61081,71.882736
"Prov. Jawa Tengah",3307,"Kab. Wonosobo","-7.39755,109.903",2009,69.73589,89.273457,6.2677134,629.26,70.076234
"Prov. Jawa Tengah",3308,"Kab. Magelang","-7.51056,110.247",2009,70.065473,91.35,7.2569276,633.25593,71.761356
"Prov. Jawa Tengah",3309,"Kab. Boyolali","-7.38235,110.709",2009,70.302783,85.967538,7.2947644,629.49165,70.435149
"Prov. Jawa Tengah",3310,"Kab. Klaten","-7.67597,110.609",2009,71.326969,89.69518,7.9281271,643.922,73.413264
"Prov. Jawa Tengah",3311,"Kab. Sukoharjo","-7.68287,110.831",2009,70.170032,90.379406,8.3567301,644.59575,73.291956
"Prov. Jawa Tengah",3312,"Kab. Wonogiri","-7.96073,111.035",2009,72.212259,82.140885,6.2932124,644.24433,71.040142
"Prov. Jawa Tengah",3313,"Kab. Karanganyar","-7.61315,110.984",2009,72.127806,84.956286,7.1680556,647.8719,72.546339
"Prov. Jawa Tengah",3314,"Kab. Sragen","-7.39103,110.962",2009,72.371042,82.260538,6.8824196,627.15,70.274581
"Prov. Jawa Tengah",3315,"Kab. Grobogan","-7.10693,110.894",2009,69.57348,90.355139,6.7569276,629.41948,70.601046
"Prov. Jawa Tengah",3316,"Kab. Blora","-7.11381,111.361",2009,71.20059,83.19,6.2507444,637.28604,70.14377
"Prov. Jawa Tengah",3317,"Kab. Rembang","-6.76817,111.464",2009,70.019127,89.431699,6.8475129,640.28447,71.547472
"Prov. Jawa Tengah",3318,"Kab. Pati","-6.70743,111.034",2009,72.772729,86.380988,6.9461137,643.48146,72.718624
"Prov. Jawa Tengah",3319,"Kab. Kudus","-6.79816,110.87",2009,69.565756,92.479423,8.1123004,635.89545,72.571656
"Prov. Jawa Tengah",3320,"Kab. Jepara","-6.60681,110.789",2009,70.713713,93.091697,7.4049892,631.03555,72.447167
"Prov. Jawa Tengah",3321,"Kab. Demak","-6.92854,110.637",2009,71.037138,90.954055,7.2627953,631.71954,72.099177
"Prov. Jawa Tengah",3322,"Kab. Semarang","-7.28739,110.456",2009,72.402047,93.617074,7.3982044,633.14054,73.659007
"Prov. Jawa Tengah",3323,"Kab. Temanggung","-7.24573,110.137",2009,72.433447,95.94,6.8569276,633.8732,73.84815
"Prov. Jawa Tengah",3324,"Kab. Kendal","-7.02297,110.142",2009,68.103355,88.963768,6.8997621,635.70491,70.0651
"Prov. Jawa Tengah",3325,"Kab. Batang","-7.03709,109.88",2009,69.884059,87.741784,6.3422231,628.81619,69.839183
"Prov. Jawa Tengah",3326,"Kab. Pekalongan","-7.04079,109.657",2009,68.728128,90.599211,6.6569276,638.79168,70.833531
"Prov. Jawa Tengah",3327,"Kab. Pemalang","-7.00981,109.392",2009,67.457713,87.754331,6.4888209,634.25581,69.021618
"Prov. Jawa Tengah",3328,"Kab. Tegal","-7.04973,109.157",2009,68.487455,89.206363,6.4186115,637.09,70.082687
"Prov. Jawa Tengah",3329,"Kab. Brebes","-7.04457,108.945",2009,67.373925,85.210922,5.6190149,633.23258,67.686745
"Prov. Jawa Tengah",3371,"Kota Magelang","-7.4917,110.226",2009,70.168236,97.250364,10.09808,648.06039,76.374615
"Prov. Jawa Tengah",3372,"Kota Surakarta","-7.55914,110.824",2009,72.072622,96.673315,10.324901,648.23,77.485455
"Prov. Jawa Tengah",3373,"Kota Salatiga","-7.34305,110.5",2009,70.923842,96.504525,9.7527044,644.64541,76.109757
"Prov. Jawa Tengah",3374,"Kota Semarang","-7.02842,110.389",2009,72.069335,96.437836,9.9793519,644.63007,76.898027
"Prov. Jawa Tengah",3375,"Kota Pekalongan","-6.90084,109.689",2009,70.164412,95.483612,8.6600498,636.28058,74.007248
"Prov. Jawa Tengah",3376,"Kota Tegal","-6.87444,109.108",2009,68.556584,94.88,8.2537265,648.66281,73.632723
"Prov. D I Yogyakarta",3401,"Kab. Kulon Progo","-7.81337,110.148",2009,74.085261,89.5213,7.8909272,629.5,73.768496
"Prov. D I Yogyakarta",3402,"Kab. Bantul","-7.90749,110.358",2009,71.20979,89.144038,8.6400866,643.89,73.750601
"Prov. D I Yogyakarta",3403,"Kab. Gunung Kidul","-7.99321,110.585",2009,70.880991,84.52,7.61,623.09,70.175075
"Prov. D I Yogyakarta",3404,"Kab. Sleman","-7.69031,110.387",2009,74.742912,92.1869,10.184885,646.08,77.702633
"Prov. D I Yogyakarta",3471,"Kota Yogyakarta","-7.80279,110.376",2009,73.35486,97.93566,11.48095,647.59,79.285362
"Prov. Jawa Timur",3501,"Kab. Pacitan","-8.10083,111.161",2009,71.044631,91.562704,6.7149924,626.79486,71.453457
"Prov. Jawa Timur",3502,"Kab. Ponorogo","-7.97311,111.531",2009,69.620148,85.716119,6.61,632.83651,69.750465
"Prov. Jawa Timur",3503,"Kab. Trenggalek","-8.13936,111.617",2009,71.3619,92.69128,7.1896928,633.18362,72.724281
"Prov. Jawa Timur",3504,"Kab. Tulungagung","-8.0756,111.916",2009,71.23317,93.497209,7.8040489,628.5505,72.930039
"Prov. Jawa Timur",3505,"Kab. Blitar","-8.1394,112.215",2009,70.655664,91.898902,7.2265913,646.62256,73.218406
"Prov. Jawa Timur",3506,"Kab. Kediri","-7.80293,112.059",2009,69.420498,92.75939,7.5873073,625.06143,71.32972
"Prov. Jawa Timur",3507,"Kab. Malang","-8.09136,112.622",2009,68.695921,89.543133,6.7990971,631.07668,70.091962
"Prov. Jawa Timur",3508,"Kab. Lumajang","-8.12431,113.139",2009,66.872814,86.3,6.0348688,624.20192,67.262756
"Prov. Jawa Timur",3509,"Kab. Jember","-8.26315,113.673",2009,62.65553,83.077944,6.4464627,621.90468,64.331731
"Prov. Jawa Timur",3510,"Kab. Banyuwangi","-8.33103,114.218",2009,67.180544,86.480099,6.8149132,628.20432,68.359863
"Prov. Jawa Timur",3511,"Kab. Bondowoso","-7.94327,113.933",2009,62.920204,75.307777,5.4909108,622.78,62.11168
"Prov. Jawa Timur",3512,"Kab. Situbondo","-7.79577,114.261",2009,63.018202,78.198344,5.9907302,629.3769,63.686882
"Prov. Jawa Timur",3513,"Kab. Probolinggo","-7.86336,113.276",2009,60.845955,77.861534,5.0755938,634.54975,62.125827
"Prov. Jawa Timur",3514,"Kab. Pasuruan","-7.74862,112.83",2009,63.701741,88.92765,6.3251205,631.17319,66.836984
"Prov. Jawa Timur",3515,"Kab. Sidoarjo","-7.45533,112.663",2009,70.314056,97.396667,9.7751847,643.29705,75.882026
"Prov. Jawa Timur",3516,"Kab. Mojokerto","-7.54086,112.496",2009,69.969682,94.090948,7.7920222,636.099,72.932612
"Prov. Jawa Timur",3517,"Kab. Jombang","-7.55994,112.257",2009,69.989054,92.499841,7.7587878,633.05,72.330306
"Prov. Jawa Timur",3518,"Kab. Nganjuk","-7.61615,111.945",2009,68.665314,90.457927,7.1133313,628.00753,70.274588
"Prov. Jawa Timur",3519,"Kab. Madiun","-7.61259,111.647",2009,68.722705,88.30648,6.9560023,622.39228,69.279279
"Prov. Jawa Timur",3520,"Kab. Magetan","-7.65453,111.347",2009,70.925825,90.282959,7.5516795,634.60763,72.324668
"Prov. Jawa Timur",3521,"Kab. Ngawi","-7.4286,111.394",2009,69.580398,85.119561,6.3405917,620.08953,68.414325
"Prov. Jawa Timur",3522,"Kab. Bojonegoro","-7.22605,111.791",2009,67.009082,84.580578,6.532848,611.90623,66.378078
"Prov. Jawa Timur",3523,"Kab. Tuban","-6.95912,111.893",2009,67.561876,85.560121,6.2192157,625.02338,67.680982
"Prov. Jawa Timur",3524,"Kab. Lamongan","-7.12486,112.312",2009,68.023044,86.973048,7.032575,627.27856,69.027381
"Prov. Jawa Timur",3525,"Kab. Gresik","-7.12652,112.517",2009,70.730976,94.361952,8.4873309,636.67809,73.975428
"Prov. Jawa Timur",3526,"Kab. Bangkalan","-7.04863,112.909",2009,63.162172,82.82,5.1333176,627.34165,64.001999
"Prov. Jawa Timur",3527,"Kab. Sampang","-7.05851,113.262",2009,62.340753,64.81162,3.9260711,627.67726,58.675389
"Prov. Jawa Timur",3528,"Kab. Pamekasan","-7.07227,113.5",2009,63.586686,80.205259,5.7335544,623.58309,63.811877
"Prov. Jawa Timur",3529,"Kab. Sumenep","-7.00034,113.852",2009,64.531635,78.627777,5.1990344,639.49,64.815699
"Prov. Jawa Timur",3571,"Kota Kediri","-7.82422,112.016",2009,70.180085,97.407062,9.9976544,639.50087,75.682272
"Prov. Jawa Timur",3572,"Kota Blitar","-8.09311,112.165",2009,71.946118,97.229161,9.71,646.93351,76.983342
"Prov. Jawa Timur",3573,"Kota Malang","-7.97649,112.627",2009,69.96339,97.194982,10.820633,646.85571,76.690929
"Prov. Jawa Timur",3574,"Kota Probolinggo","-7.78127,113.209",2009,69.82608,92.325632,8.3517,647.18134,73.728812
"Prov. Jawa Timur",3575,"Kota Pasuruan","-7.65633,112.905",2009,66.328261,96.135851,8.8111492,647.72865,73.014788
"Prov. Jawa Timur",3576,"Kota Mojokerto","-7.46807,112.438",2009,71.346986,97.111068,9.6658023,644.8592,76.431721
"Prov. Jawa Timur",3577,"Kota Madiun","-7.63149,111.53",2009,70.807836,97.75,10.380908,637.38995,76.228514
"Prov. Jawa Timur",3578,"Kota Surabaya","-7.27981,112.711",2009,70.708898,98,9.94005,649.24,76.815377
"Prov. Jawa Timur",3579,"Kota Batu","-7.83708,112.531",2009,69.155567,97.779454,8.3419,638.3892,73.88373
"Prov. Banten",3601,"Kab. Pandeglang","-6.55064,105.715",2009,63.523549,96.302774,6.4391277,625.0571,67.990219
"Prov. Banten",3602,"Kab. Lebak","-6.65249,106.189",2009,63.210512,94.54896,6.2223003,627.49178,67.453509
"Prov. Banten",3603,"Kab. Tangerang","-6.18755,106.472",2009,65.614558,95.655355,8.93,632.77289,71.447474
"Prov. Banten",3604,"Kab. Serang","-6.10998,106.281",2009,63.078266,94.928125,7.04,630.08372,68.269664
"Prov. Banten",3671,"Kota Tangerang","-6.17562,106.652",2009,68.33039,98.349265,9.9542507,640.27232,74.891317
"Prov. Banten",3672,"Kota Cilegon","-6.00466,106.005",2009,68.533021,98.71,9.6602886,641.88304,74.990381
"Prov. Banten",3673,"Kota Serang","-6.11908,106.159",2009,64.624704,96.27,7.2535,635.33545,69.98969
"Prov. Banten",3674,"Kota Tangerang Selatan","-6.30593,106.681",2009,68.43,98.14,9.95,641.72,75.008522
"Prov. Bali",5101,"Kab. Jembrana","-8.31199,114.68",2009,71.726118,89.604259,7.65,631.42544,72.446153
"Prov. Bali",5102,"Kab. Tabanan","-8.43686,115.063",2009,74.375947,89.311696,7.84,634.87,74.259348
"Prov. Bali",5103,"Kab. Badung","-8.54082,115.167",2009,71.752739,92.28775,9.18,635.33,74.491383
"Prov. Bali",5104,"Kab. Gianyar","-8.47876,115.297",2009,72.062374,85.40142,8.0296417,637.30039,72.432772
"Prov. Bali",5105,"Kab. Klungkung","-8.74418,115.536",2009,69.048677,81.1018,7.03,652.00051,70.194932
"Prov. Bali",5106,"Kab. Bangli","-8.33395,115.347",2009,71.55717,82.2253,6.5169194,635.76,70.207105
"Prov. Bali",5107,"Kab. Karang Asem","-8.3598,115.554",2009,67.848972,72.272439,5.41,648.0055,66.058604
"Prov. Bali",5108,"Kab. Buleleng","-8.21916,114.944",2009,68.9643,87.841295,7.0938147,633.4006,70.260201
"Prov. Bali",5171,"Kota Denpasar","-8.66035,115.227",2009,72.958481,97.270398,10.491099,639.43,77.555511
"Prov. Nusa Tenggara Barat",5201,"Kab. Lombok Barat","-8.55654,116.157",2009,60.40346,76.41,5.8725664,623.20822,61.274122
"Prov. Nusa Tenggara Barat",5202,"Kab. Lombok Tengah","-8.68115,116.283",2009,60.661578,71.200036,5.6428175,625.37,60.256093
"Prov. Nusa Tenggara Barat",5203,"Kab. Lombok Timur","-8.58374,116.558",2009,60.2614,79.916582,6.3264967,621.85443,62.2064
"Prov. Nusa Tenggara Barat",5204,"Kab. Sumbawa","-8.73956,117.523",2009,60.613981,89.746283,7.1168379,628.99095,65.721835
"Prov. Nusa Tenggara Barat",5205,"Kab. Dompu","-8.51802,118.325",2009,60.940067,82.816617,7.2,635.53,64.928386
"Prov. Nusa Tenggara Barat",5206,"Kab. Bima","-8.56522,118.816",2009,62.622225,85.830927,7.2438396,612.72,64.808136
"Prov. Nusa Tenggara Barat",5207,"Kab. Sumbawa Barat","-8.80847,116.911",2009,61.112267,90.717703,7.1601179,627.85678,66.159223
"Prov. Nusa Tenggara Barat",5208,"Kab. Lombok Utara","-8.33728,116.267",2009,60.179092,71.01126,4.9802743,611.71,58.403064
"Prov. Nusa Tenggara Barat",5271,"Kota Mataram","-8.58142,116.117",2009,66.150594,91.81,9.2033013,642.16529,71.81671
"Prov. Nusa Tenggara Barat",5272,"Kota Bima","-8.45275,118.807",2009,62.860653,92.836661,9.2527188,613.14,68.017839
"Prov. Nusa Tenggara Timur",5301,"Kab. Sumba Barat","-9.57957,119.457",2009,64.823362,78.3911,5.9629487,605.83224,62.898309
"Prov. Nusa Tenggara Timur",5302,"Kab. Sumba Timur","-9.7967,120.249",2009,61.781709,83.0116,5.99,594.89692,61.412947
"Prov. Nusa Tenggara Timur",5303,"Kab. Kupang","-9.85561,123.84",2009,65.23547,88.999006,6.72,599.85059,65.58457
"Prov. Nusa Tenggara Timur",5304,"Kab. Timor Tengah Selatan","-9.82707,124.425",2009,66.74871,84.365724,6.12,604.16169,65.283289
"Prov. Nusa Tenggara Timur",5305,"Kab. Timor Tengah Utara","-9.35684,124.476",2009,68.114759,87.729919,6.37794,603.75288,66.949379
"Prov. Nusa Tenggara Timur",5306,"Kab. Belu","-9.3837,124.928",2009,65.646784,82.978151,6.2427583,597.13034,63.912051
"Prov. Nusa Tenggara Timur",5307,"Kab. Alor","-8.29574,124.74",2009,66.583959,95.965791,7.4082978,596.79513,68.156387
"Prov. Nusa Tenggara Timur",5308,"Kab. Lembata","-8.37541,123.566",2009,66.461657,92.759965,6.5012082,602.57391,67.149268
"Prov. Nusa Tenggara Timur",5309,"Kab. Flores Timur","-8.346,122.819",2009,67.812762,89.081882,6.6009569,610.52542,67.768941
"Prov. Nusa Tenggara Timur",5310,"Kab. Sikka","-8.59524,122.569",2009,68.708488,91.27,6.1499286,595.81,67.285159
"Prov. Nusa Tenggara Timur",5311,"Kab. Ende","-8.66889,121.695",2009,64.611846,93.5002,7.0495496,601.30229,66.594315
"Prov. Nusa Tenggara Timur",5312,"Kab. Ngada","-8.65213,121.153",2009,67.047646,94.941865,6.9708294,611.66311,69.007712
"Prov. Nusa Tenggara Timur",5313,"Kab. Manggarai","-8.53765,120.438",2009,67.08918,91.066971,6.7206117,596.6242,66.825874
"Prov. Nusa Tenggara Timur",5314,"Kab. Rote Ndao","-10.6796,123.119",2009,67.637882,88.877308,6.2046791,590.62459,65.799782
"Prov. Nusa Tenggara Timur",5315,"Kab. Manggarai Barat","-8.60214,120.09",2009,66.186031,88.747175,6.3038871,588.94898,64.908691
"Prov. Nusa Tenggara Timur",5316,"Kab. Sumba Tengah","-9.54585,119.186",2009,63.368348,72.1518,5.72146,605.97698,60.535726
"Prov. Nusa Tenggara Timur",5317,"Kab. Sumba Barat Daya","-9.59047,119.681",2009,62.581338,71.912183,5.2130864,608.14209,59.83546
"Prov. Nusa Tenggara Timur",5318,"Kab. Nagekeo","-8.68125,121.292",2009,63.399487,94.005157,6.7381077,603.41976,65.965411
"Prov. Nusa Tenggara Timur",5319,"Kab. Manggarai Timur","-8.56284,120.711",2009,67.301515,89.296449,6.195657,581.84852,65.023331
"Prov. Nusa Tenggara Timur",5320,"Kab. Sabu Raijua","-10.5219,121.846",2009,66.87,74.35,4.47,508.51,54.534483
"Prov. Nusa Tenggara Timur",5371,"Kota Kupang","-10.225,123.603",2009,72.341787,98.473419,10.914217,628.37495,76.942068
"Prov. Kalimantan Barat",6101,"Kab. Sambas","1.51623,109.329",2009,60.905071,90.0012,5.9362548,621.09,64.457067
"Prov. Kalimantan Barat",6102,"Kab. Bengkayang","1.03394,109.487",2009,68.702667,88.7,6.0939737,602.47397,67.182705
"Prov. Kalimantan Barat",6103,"Kab. Landak","0.516649,109.697",2009,65.220957,91.4766,6.9225059,612.00941,67.213707
"Prov. Kalimantan Barat",6104,"Kab. Pontianak","0.359825,109.165",2009,67.179375,89.8977,6.5268535,621.74,68.407343
"Prov. Kalimantan Barat",6105,"Kab. Sanggau","0.285377,110.577",2009,68.241981,89.952735,6.412,612.24307,68.193264
"Prov. Kalimantan Barat",6106,"Kab. Ketapang","-1.68179,110.539",2009,67.233892,89.17,6.2996425,612.63126,67.405949
"Prov. Kalimantan Barat",6107,"Kab. Sintang","-0.119481,112.107",2009,68.115958,90.449683,6.59,607.5489,68.003934
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu","0.830991,112.915",2009,66.486549,92.592066,7.1482209,630.96915,69.7924
"Prov. Kalimantan Barat",6109,"Kab. Sekadau","0.055962,110.953",2009,67.307058,89.021933,6.074,604.66305,66.632742
"Prov. Kalimantan Barat",6110,"Kab. Melawi","-0.725618,111.783",2009,67.692999,92.364295,7.21,604.94954,68.453452
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara","-1.07557,110.088",2009,65.500414,88.240486,5.65,603.75,65.070988
"Prov. Kalimantan Barat",6112,"Kab. Kubu Raya","-0.402846,109.51",2009,66.23571,86.15,6.3636,619.71731,66.773521
"Prov. Kalimantan Barat",6171,"Kota Pontianak","-0.089018,109.351",2009,67.038217,94.0802,9.203356,636.96291,72.413613
"Prov. Kalimantan Barat",6172,"Kota Singkawang","0.879057,109.019",2009,67.080657,89.646986,7.3370991,616.18,68.468669
"Prov. Kalimantan Tengah",6201,"Kab. Kotawaringin Barat","-2.3877,111.415",2009,71.323659,94.518946,7.6157983,631.55,73.298977
"Prov. Kalimantan Tengah",6202,"Kab. Kotawaringin Timur","-2.0018,112.62",2009,69.425307,98.71,8.0291423,637.89,73.970247
"Prov. Kalimantan Tengah",6203,"Kab. Kapuas","-1.86886,114.279",2009,70.657159,96.143372,7.3165636,633.46161,73.215283
"Prov. Kalimantan Tengah",6204,"Kab. Barito Selatan","-1.92739,114.699",2009,68.212263,98.97106,8.364161,633.87265,73.293044
"Prov. Kalimantan Tengah",6205,"Kab. Barito Utara","-0.757642,115.13",2009,71.877977,98.188658,8.38,629.7,74.845989
"Prov. Kalimantan Tengah",6206,"Kab. Sukamara","-2.53044,111.24",2009,67.790136,95.562304,7.0510853,637.60374,71.615793
"Prov. Kalimantan Tengah",6207,"Kab. Lamandau","-1.69264,111.237",2009,67.131746,98.650123,7.6099335,634.14,72.083345
"Prov. Kalimantan Tengah",6208,"Kab. Seruyan","-2.1676,112.166",2009,67.944354,99.31,7.7194031,627.90911,72.282543
"Prov. Kalimantan Tengah",6209,"Kab. Katingan","-1.86207,113.319",2009,67.400737,99.4127,7.7713578,631.7041,72.334177
"Prov. Kalimantan Tengah",6210,"Kab. Pulang Pisau","-2.77247,113.98",2009,67.469394,93.85,7.234,637.47,71.182281
"Prov. Kalimantan Tengah",6211,"Kab. Gunung Mas","-0.895158,113.491",2009,67.822694,99.528387,8.6984848,629.79408,73.133934
"Prov. Kalimantan Tengah",6212,"Kab. Barito Timur","-1.93246,115.088",2009,67.789392,97.9702,8.5046763,631.0296,72.720782
"Prov. Kalimantan Tengah",6213,"Kab. Murung Raya","-0.062238,114.204",2009,68.02983,99.93976,7.1204699,633.54843,72.460731
"Prov. Kalimantan Tengah",6271,"Kota Palangka Raya","-1.77978,113.809",2009,73.281109,99.476748,10.53523,636.37651,78.022521
"Prov. Kalimantan Selatan",6301,"Kab. Tanah Laut","-3.84194,114.947",2009,68.14458,93.275549,6.6229701,632.86339,70.622257
"Prov. Kalimantan Selatan",6302,"Kota Baru","-2.78339,116.064",2009,65.221306,94.02021,7.0253674,650.97242,70.856744
"Prov. Kalimantan Selatan",6303,"Kab. Banjar","-3.28048,115.056",2009,64.933506,96.02,7.1611946,641.64,70.52297
"Prov. Kalimantan Selatan",6304,"Kab. Barito Kuala","-3.02419,114.609",2009,61.516655,92.1925,6.8136564,632.3025,66.79744
"Prov. Kalimantan Selatan",6305,"Kab. Tapin","-2.85058,114.994",2009,67.06602,94.22,7.1054565,626.9,70.130959
"Prov. Kalimantan Selatan",6306,"Kab. Hulu Sungai Selatan","-2.70676,115.232",2009,63.682576,96.591004,7.3436736,647.02,70.504501
"Prov. Kalimantan Selatan",6307,"Kab. Hulu Sungai Tengah","-2.63117,115.421",2009,64.90723,97.4113,7.4292925,634.39,70.457658
"Prov. Kalimantan Selatan",6308,"Kab. Hulu Sungai Utara","-2.42087,115.101",2009,62.676243,95.87211,7.2262751,630.84727,68.452891
"Prov. Kalimantan Selatan",6309,"Kab. Tabalong","-1.82989,115.448",2009,62.909548,95.9305,7.8298662,636.12622,69.449234
